COMPANY_NAME,SECTOR_NAME,SYMBOL,OPEN_PRICE,CLOSE_PRICE,HIGH_PRICE,LOW_PRICE,TOTAL_TRADED_QUANTITY,BUSINESS_DATE
Manjushree Finance Ltd.,Finance,MFIL,484,467,492,466.6,30728,8/5/2022
Sanima Mai Hydropower Limited,Hydro Power,SHPC,333.3,327,335,325,93438,8/5/2022
Ridi Power Company Limited,Hydro Power,RIDI,838,838,838,838,0,8/5/2022
Laxmi Laghubitta Bittiya Sanstha Ltd.,Microfinance,LLBS,1375,1400,1400,1323,2962,8/5/2022
Himalayan Laghubitta Bittiya Sanstha Limited,Microfinance,HLBSL,1005.7,999,1009.8,965,8404,8/5/2022
RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,RSDC,609.7,601,619.9,600,4856,8/5/2022
Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,WNLB,1045,1065,1065,1030.1,628,8/5/2022
Nepal Investment Mega Bank Limited,Commercial Banks,NIMB,265,265,265,265,0,8/7/2022
NIC Asia Bank Ltd.,Commercial Banks,NICA,700,699,706,695,41323,8/7/2022
Machhapuchhre Bank Limited,Commercial Banks,MBL,246,250,250,242,31036,8/7/2022
Soaltee Hotel Limited,Hotels And Tourism,SHL,223,224,227,220,28027,8/7/2022
Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance,NUBL,1084,1067,1084,1065,7491,8/7/2022
Janaki Finance Company Limited,Finance,JFL,455,464,464,448,25851,8/7/2022
ICFC Finance Limited,Finance,ICFC,514.1,528,535,514.1,50518,8/7/2022
Nepal Doorsanchar Company Limited,Others,NTC,938,955,955,921,55868,8/7/2022
Global IME Bank Limited,Commercial Banks,GBIME,251.4,251.4,251.4,251.4,0,8/7/2022
Citizens Bank International Limited,Commercial Banks,CZBIL,200,202.7,209,200,31014,8/7/2022
Mahalaxmi Bikas Bank Ltd.,Development Banks,MLBL,413.2,414.7,417,404,96426,8/7/2022
Garima Bikas Bank Limited,Development Banks,GBBL,397,407.9,411,397,95162,8/7/2022
SHINE RESUNGA DEVELOPMENT BANK LTD,Development Banks,SHINE,326,328,334,325,35324,8/7/2022
Muktinath Bikas Bank Ltd.,Development Banks,MNBBL,460,461,469.9,460,32944,8/7/2022
First Micro Finance Laghubitta Bittiya Sanstha Limited,Microfinance,FMDBL,725,729,739.5,722,13841,8/7/2022
Manjushree Finance Ltd.,Finance,MFIL,457.7,480,481,457.7,47331,8/7/2022
Sanima Mai Hydropower Limited,Hydro Power,SHPC,333,334,339.6,327.1,51904,8/7/2022
Ridi Power Company Limited,Hydro Power,RIDI,838,838,838,838,0,8/7/2022
Laxmi Laghubitta Bittiya Sanstha Ltd.,Microfinance,LLBS,1372,1367,1393,1356,1613,8/7/2022
Himalayan Laghubitta Bittiya Sanstha Limited,Microfinance,HLBSL,1015,997,1015,967,8049,8/7/2022
RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,RSDC,613,604,625,602,4067,8/7/2022
Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,WNLB,1043.7,1034,1065,1027.1,120,8/7/2022
Nepal Investment Mega Bank Limited,Commercial Banks,NIMB,265,265,265,265,0,8/8/2022
NIC Asia Bank Ltd.,Commercial Banks,NICA,712.9,694,712.9,686,47484,8/8/2022
Machhapuchhre Bank Limited,Commercial Banks,MBL,250,242.6,250,242.3,16389,8/8/2022
Soaltee Hotel Limited,Hotels And Tourism,SHL,226.9,218.2,227,217.5,44868,8/8/2022
Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance,NUBL,1070,1051,1090,1051,11555,8/8/2022
Janaki Finance Company Limited,Finance,JFL,469.2,444,472,444,18160,8/8/2022
ICFC Finance Limited,Finance,ICFC,528,539,549,524,61805,8/8/2022
Pokhara Finance Ltd.,Finance,PFL,380,380,390,377,6105,7/21/2022
NMB Bank Limited,Commercial Banks,NMB,266,265.1,272,264,29627,7/21/2022
Shree Investment Finance Co. Ltd.,Finance,SIFC,313,318,324,313,16382,7/21/2022
Guheswori Merchant Banking & Finance Ltd.,Finance,GMFIL,327.1,326.5,338,326.1,46247,7/21/2022
Swabalamban Laghubitta Bittiya Sanstha Limited,Microfinance,SWBBL,1121,1134.5,1150,1120,7754,7/21/2022
Arun Valley Hydropower Development Co. Ltd.,Hydro Power,AHPC,357,352,361,350.1,47547,7/21/2022
Nerude Mirmire Laghubitta Bittiya Sanstha Limited,Microfinance,NMLBBL,902.1,905,926.9,902.1,2385,7/21/2022
Jyoti Bikas Bank Limited,Development Banks,JBBL,305.1,301,309,301,33311,7/21/2022
SHANGRI-LA DEVELOPMENT BANK LIMITED,Development Banks,SADBL,302,303,307,293,37301,7/21/2022
Barun Hydropower Co. Ltd.,Hydro Power,BARUN,308,308,311,300,48225,8/3/2022
Vijaya laghubitta Bittiya Sanstha Ltd.,Microfinance,VLBS,1074.9,1103,1116.2,1056,2797,8/3/2022
Kisan Lagubitta Bittiya Sanstha Limited,Microfinance,KLBSL,983.5,989.9,1002.9,982,945,8/3/2022
API POWER COMPANY LIMITED,Hydro Power,API,282,288.8,296,275,527501,8/3/2022
NMB  Microfinance Bittiya Sanstha Ltd.,Microfinance,NMBMF,870,885,890,870,4211,8/3/2022
Global IME Laghubitta Bittiya Sanstha Ltd.,Microfinance,GILB,1420,1370,1420,1368,2852,8/3/2022
Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microfinance,SWMF,873,900,914,871,9749,8/3/2022
Mero Microfinance Bittiya Sanstha Ltd.,Microfinance,MERO,953,964,976,953,9279,8/3/2022
Hydorelectricity Investment and Development Company Ltd,Investment,HIDCL,240,236.7,245,235,303899,8/3/2022
Ngadi Group Power Ltd.,Hydro Power,NGPL,311.1,310,318,304,91104,8/3/2022
Forward Microfinance Laghubitta Bittiya Sanstha Limited,Microfinance,FOWAD,2871,2845,2950,2832,17340,8/3/2022
United Modi Hydropower Ltd.,Hydro Power,UMHL,320,330,332,314,202471,8/3/2022
Samata Gharelu Laghubitta Bittiya Sanstha Limited,Microfinance,SMATA,892,915,922,890,3004,8/3/2022
Chhyangdi Hydropower Ltd.,Hydro Power,CHL,304,314,318.9,302,59851,8/3/2022
Mahuli Laghubitta Bittiya Sanstha Limited,Microfinance,MSLB,1271,1295,1309,1271,759,8/3/2022
Saptakoshi Development bank Ltd,Development Banks,SAPDBL,276.9,280,288,276.9,17649,8/3/2022
Himalayan Bank Limited,Commercial Banks,HBL,358,347,358,344.5,16404,8/4/2022
Nepal SBI Bank Limited,Commercial Banks,SBI,303,294,303,293.1,56457,8/4/2022
Everest Bank Limited,Commercial Banks,EBL,500.1,499,506,493,69134,8/4/2022
Siddhartha Bank Limited,Commercial Banks,SBL,344,327,344,327,61343,8/4/2022
Butwal Power Company Limited,Hydro Power,BPCL,372,354.5,372,354,25084,8/4/2022
Chilime Hydropower Company Limited,Hydro Power,CHCL,444,430.1,448,430,44245,8/4/2022
Sanima Bank Limited,Commercial Banks,SANIMA,269,266.5,271,266,43929,8/4/2022
Unilever Nepal Limited,Manufacturing And Processing,UNL,17900,17900,17900,17900,10,8/4/2022
Himalayan Distillery Limited,Manufacturing And Processing,HDL,4021,3930,4027,3925,33245,8/4/2022
Pokhara Finance Ltd.,Finance,PFL,446.1,441,459,440,23338,8/4/2022
NMB Bank Limited,Commercial Banks,NMB,274,268.9,275,265,70344,8/4/2022
Shree Investment Finance Co. Ltd.,Finance,SIFC,381.6,375,390,375,32851,8/4/2022
Guheswori Merchant Banking & Finance Ltd.,Finance,GMFIL,385,374,386.8,372.6,59527,8/4/2022
Swabalamban Laghubitta Bittiya Sanstha Limited,Microfinance,SWBBL,1375,1345,1395,1332.8,18511,8/4/2022
Arun Valley Hydropower Development Co. Ltd.,Hydro Power,AHPC,406,383,406,382.2,187093,8/4/2022
Nerude Mirmire Laghubitta Bittiya Sanstha Limited,Microfinance,NMLBBL,1056,1020.1,1056,1020,8294,8/4/2022
Jyoti Bikas Bank Limited,Development Banks,JBBL,335,329,341.8,327,85746,8/4/2022
SHANGRI-LA DEVELOPMENT BANK LIMITED,Development Banks,SADBL,334,331.3,341,331.3,86232,8/4/2022
Swarojgar Laghubitta Bittiya Sanstha Ltd.,Microfinance,SLBBL,977.3,968,989,961,6031,8/4/2022
Sindhu Bikash Bank Ltd,Development Banks,SINDU,318,309.7,323,309.7,19281,8/4/2022
Barun Hydropower Co. Ltd.,Hydro Power,BARUN,310,300.1,311,300,13731,8/4/2022
Vijaya laghubitta Bittiya Sanstha Ltd.,Microfinance,VLBS,1095,1079,1100,1079,782,8/4/2022
Kisan Lagubitta Bittiya Sanstha Limited,Microfinance,KLBSL,1009.6,987,1009.6,970.2,815,8/4/2022
API POWER COMPANY LIMITED,Hydro Power,API,288,284,295,280,443504,8/4/2022
NMB  Microfinance Bittiya Sanstha Ltd.,Microfinance,NMBMF,869,870,885,855,3841,8/4/2022
Global IME Laghubitta Bittiya Sanstha Ltd.,Microfinance,GILB,1380,1365,1389,1361,2228,8/4/2022
Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microfinance,SWMF,899,875.1,899,872.1,4349,8/4/2022
Mero Microfinance Bittiya Sanstha Ltd.,Microfinance,MERO,960,939,963,929,5576,8/4/2022
Hydorelectricity Investment and Development Company Ltd,Investment,HIDCL,239,228,240,227.4,266957,8/4/2022
Ngadi Group Power Ltd.,Hydro Power,NGPL,316,301.9,316,296.6,74747,8/4/2022
Forward Microfinance Laghubitta Bittiya Sanstha Limited,Microfinance,FOWAD,2855,2800,2865,2795,16221,8/4/2022
United Modi Hydropower Ltd.,Hydro Power,UMHL,328,315,334,313.6,223285,8/4/2022
Samata Gharelu Laghubitta Bittiya Sanstha Limited,Microfinance,SMATA,897,895,913,885,847,8/4/2022
Chhyangdi Hydropower Ltd.,Hydro Power,CHL,309,301,315,301,34170,8/4/2022
Mahuli Laghubitta Bittiya Sanstha Limited,Microfinance,MSLB,1275,1250,1275,1250,734,8/4/2022
Saptakoshi Development bank Ltd,Development Banks,SAPDBL,275,272.9,283,269,13127,8/4/2022
Himalayan Bank Limited,Commercial Banks,HBL,342,340,344,335,7872,8/5/2022
Nepal SBI Bank Limited,Commercial Banks,SBI,299,291,299,290.2,13418,8/5/2022
Everest Bank Limited,Commercial Banks,EBL,491.1,495,500,489.5,19105,8/5/2022
Siddhartha Bank Limited,Commercial Banks,SBL,327.7,320,332.9,319.1,31933,8/5/2022
Butwal Power Company Limited,Hydro Power,BPCL,347.6,346,353,341.2,17371,8/5/2022
Chilime Hydropower Company Limited,Hydro Power,CHCL,435,426,435,418,33524,8/5/2022
Sanima Bank Limited,Commercial Banks,SANIMA,271,263,271,260.1,23563,8/5/2022
Unilever Nepal Limited,Manufacturing And Processing,UNL,18000,18000,18000,18000,20,8/5/2022
Himalayan Distillery Limited,Manufacturing And Processing,HDL,3900,3834.9,3900,3825,25029,8/5/2022
Pokhara Finance Ltd.,Finance,PFL,449.7,427,449.7,420,15015,8/5/2022
NMB Bank Limited,Commercial Banks,NMB,265,260.6,268,260,39936,8/5/2022
Shree Investment Finance Co. Ltd.,Finance,SIFC,382,362,382,360,23716,8/5/2022
Guheswori Merchant Banking & Finance Ltd.,Finance,GMFIL,367,350,381.4,350,20297,8/5/2022
Swabalamban Laghubitta Bittiya Sanstha Limited,Microfinance,SWBBL,1345,1312.9,1368,1301,10484,8/5/2022
Arun Valley Hydropower Development Co. Ltd.,Hydro Power,AHPC,383,375,387,375,143158,8/5/2022
Nerude Mirmire Laghubitta Bittiya Sanstha Limited,Microfinance,NMLBBL,1040,995,1040,990,4656,8/5/2022
Jyoti Bikas Bank Limited,Development Banks,JBBL,330,318,330,317,56144,8/5/2022
SHANGRI-LA DEVELOPMENT BANK LIMITED,Development Banks,SADBL,337,329,345,325,94571,8/5/2022
Swarojgar Laghubitta Bittiya Sanstha Ltd.,Microfinance,SLBBL,978,946,979.9,945,5099,8/5/2022
Sindhu Bikash Bank Ltd,Development Banks,SINDU,313,300,316,300,12687,8/5/2022
Barun Hydropower Co. Ltd.,Hydro Power,BARUN,300.1,297.5,305.9,297,8205,8/5/2022
Vijaya laghubitta Bittiya Sanstha Ltd.,Microfinance,VLBS,1069,1045,1070,1040,704,8/5/2022
Kisan Lagubitta Bittiya Sanstha Limited,Microfinance,KLBSL,973,968,973,968,305,8/5/2022
API POWER COMPANY LIMITED,Hydro Power,API,282.29,279,288,277.1,202145,8/5/2022
NMB  Microfinance Bittiya Sanstha Ltd.,Microfinance,NMBMF,852.6,838,855,835.2,3439,8/5/2022
Global IME Laghubitta Bittiya Sanstha Ltd.,Microfinance,GILB,1365,1347,1365,1335,1090,8/5/2022
Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microfinance,SWMF,865,849,870,843,6438,8/5/2022
Mero Microfinance Bittiya Sanstha Ltd.,Microfinance,MERO,928,910,932,906.5,4131,8/5/2022
Hydorelectricity Investment and Development Company Ltd,Investment,HIDCL,230,220.1,230,219,179298,8/5/2022
Swarojgar Laghubitta Bittiya Sanstha Ltd.,Microfinance,SLBBL,863.2,867,875,860.2,2660,7/21/2022
Sindhu Bikash Bank Ltd,Development Banks,SINDU,279.3,282,289,279.3,7486,7/21/2022
Barun Hydropower Co. Ltd.,Hydro Power,BARUN,298.9,289,298.9,288.8,15756,7/21/2022
Vijaya laghubitta Bittiya Sanstha Ltd.,Microfinance,VLBS,1000,1019,1024,991,531,7/21/2022
Kisan Lagubitta Bittiya Sanstha Limited,Microfinance,KLBSL,943.5,875.5,954,875.5,1155,7/21/2022
API POWER COMPANY LIMITED,Hydro Power,API,250,248,251,245,112624,7/21/2022
NMB  Microfinance Bittiya Sanstha Ltd.,Microfinance,NMBMF,788,787,802,786,1042,7/21/2022
Global IME Laghubitta Bittiya Sanstha Ltd.,Microfinance,GILB,1370.1,1380,1398,1369,1223,7/21/2022
Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microfinance,SWMF,800,790,800,784,3144,7/21/2022
Mero Microfinance Bittiya Sanstha Ltd.,Microfinance,MERO,878,883,892.9,876,3709,7/21/2022
Hydorelectricity Investment and Development Company Ltd,Investment,HIDCL,204.5,202.4,205,201,51236,7/21/2022
Nepal Doorsanchar Company Limited,Others,NTC,946,927,960,927,34532,8/8/2022
Global IME Bank Limited,Commercial Banks,GBIME,251.4,251.4,251.4,251.4,0,8/8/2022
Citizens Bank International Limited,Commercial Banks,CZBIL,205,203.1,206,202.6,49080,8/8/2022
Mahalaxmi Bikas Bank Ltd.,Development Banks,MLBL,420,406,425,401.9,98886,8/8/2022
First Micro Finance Laghubitta Bittiya Sanstha Limited,Microfinance,FMDBL,687.2,689,713.4,681,19303,7/20/2022
Manjushree Finance Ltd.,Finance,MFIL,455,463,470,450,20429,7/20/2022
Sanima Mai Hydropower Limited,Hydro Power,SHPC,311,312,316.9,305,39567,7/20/2022
Ridi Power Company Limited,Hydro Power,RIDI,838,838,838,838,0,7/20/2022
Laxmi Laghubitta Bittiya Sanstha Ltd.,Microfinance,LLBS,1309,1309.9,1324,1290,957,7/20/2022
Himalayan Laghubitta Bittiya Sanstha Limited,Microfinance,HLBSL,821,820,824,803.6,3423,7/20/2022
RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,RSDC,603.8,607,616,593,10248,7/20/2022
Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,WNLB,953.7,960.5,994.5,953.7,821,7/20/2022
Nepal Investment Mega Bank Limited,Commercial Banks,NIMB,265,265,265,265,0,7/21/2022
NIC Asia Bank Ltd.,Commercial Banks,NICA,730,722,735,719,155068,7/21/2022
Machhapuchhre Bank Limited,Commercial Banks,MBL,242.6,244.3,250,240,25577,7/21/2022
Soaltee Hotel Limited,Hotels And Tourism,SHL,210.1,209,210.8,207.8,11175,7/21/2022
Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance,NUBL,1040,1041,1054,1040,5348,7/21/2022
Janaki Finance Company Limited,Finance,JFL,395,391,402,390,9706,7/21/2022
ICFC Finance Limited,Finance,ICFC,503,490,504,488,36217,7/21/2022
Nepal Doorsanchar Company Limited,Others,NTC,888,894.9,922,871,36206,7/21/2022
Global IME Bank Limited,Commercial Banks,GBIME,251.4,251.4,251.4,251.4,0,7/21/2022
Citizens Bank International Limited,Commercial Banks,CZBIL,204.1,205.3,213,204.1,38693,7/21/2022
Mahalaxmi Bikas Bank Ltd.,Development Banks,MLBL,385,385.2,392,385,23713,7/21/2022
Garima Bikas Bank Limited,Development Banks,GBBL,395,385,395,382,25336,7/21/2022
SHINE RESUNGA DEVELOPMENT BANK LTD,Development Banks,SHINE,307,302.9,307,301.1,30036,7/21/2022
Muktinath Bikas Bank Ltd.,Development Banks,MNBBL,446,440,446,438.5,22180,7/21/2022
First Micro Finance Laghubitta Bittiya Sanstha Limited,Microfinance,FMDBL,702.7,684,702.7,669,40734,7/21/2022
Manjushree Finance Ltd.,Finance,MFIL,464,457,465,454,12203,7/21/2022
Sanima Mai Hydropower Limited,Hydro Power,SHPC,312,307.1,314,306,34040,7/21/2022
Ridi Power Company Limited,Hydro Power,RIDI,838,838,838,838,0,7/21/2022
Laxmi Laghubitta Bittiya Sanstha Ltd.,Microfinance,LLBS,1328,1300,1328,1277.1,1188,7/21/2022
Himalayan Laghubitta Bittiya Sanstha Limited,Microfinance,HLBSL,820,822,824,810,3806,7/21/2022
RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,RSDC,607,602,607,590,12162,7/21/2022
Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,WNLB,960,961,990,960,573,7/21/2022
Nepal Investment Mega Bank Limited,Commercial Banks,NIMB,265,265,265,265,0,7/22/2022
NIC Asia Bank Ltd.,Commercial Banks,NICA,724,713,724.9,712,47223,7/22/2022
Machhapuchhre Bank Limited,Commercial Banks,MBL,241,242,248,240.1,13380,7/22/2022
Soaltee Hotel Limited,Hotels And Tourism,SHL,207,206.9,207,204,13496,7/22/2022
Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance,NUBL,1041,1032,1042,1010,8245,7/22/2022
Janaki Finance Company Limited,Finance,JFL,391,380,391,378.3,8167,7/22/2022
ICFC Finance Limited,Finance,ICFC,494,483,494,475,52426,7/22/2022
Nepal Doorsanchar Company Limited,Others,NTC,895,871,895,867,21218,7/22/2022
Global IME Bank Limited,Commercial Banks,GBIME,251.4,251.4,251.4,251.4,0,7/22/2022
Citizens Bank International Limited,Commercial Banks,CZBIL,205.3,202,205.9,200,38166,7/22/2022
Mahalaxmi Bikas Bank Ltd.,Development Banks,MLBL,384,373.1,384,372.2,35888,7/22/2022
Garima Bikas Bank Limited,Development Banks,GBBL,383,379.1,385,377,19536,7/22/2022
SHINE RESUNGA DEVELOPMENT BANK LTD,Development Banks,SHINE,298,296,301,295.2,28819,7/22/2022
Muktinath Bikas Bank Ltd.,Development Banks,MNBBL,440,435,442,432.3,19282,7/22/2022
First Micro Finance Laghubitta Bittiya Sanstha Limited,Microfinance,FMDBL,690,670,690,669,24960,7/22/2022
Manjushree Finance Ltd.,Finance,MFIL,449,445,456,440.2,11075,7/22/2022
Sanima Mai Hydropower Limited,Hydro Power,SHPC,302,302.2,308,301,53932,7/22/2022
Ridi Power Company Limited,Hydro Power,RIDI,838,838,838,838,0,7/22/2022
Laxmi Laghubitta Bittiya Sanstha Ltd.,Microfinance,LLBS,1275,1279.9,1290,1266,1704,7/22/2022
Himalayan Laghubitta Bittiya Sanstha Limited,Microfinance,HLBSL,815,787,820,787,1552,7/22/2022
RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,RSDC,600,598,600,590,3697,7/22/2022
Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,WNLB,942,933,944.5,926,1218,7/22/2022
Nepal Investment Mega Bank Limited,Commercial Banks,NIMB,265,265,265,265,0,7/24/2022
NIC Asia Bank Ltd.,Commercial Banks,NICA,713,724,724.9,706,86801,7/24/2022
Machhapuchhre Bank Limited,Commercial Banks,MBL,246.8,248,252.7,245,33250,7/24/2022
Soaltee Hotel Limited,Hotels And Tourism,SHL,210,211,211,203.1,37948,7/24/2022
Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance,NUBL,1011.4,1054.9,1056,1011.4,12516,7/24/2022
Janaki Finance Company Limited,Finance,JFL,387.6,406,406.9,381,19173,7/24/2022
ICFC Finance Limited,Finance,ICFC,492,514,514,484,88375,7/24/2022
Nepal Doorsanchar Company Limited,Others,NTC,888.4,925,925,870,27976,7/24/2022
Global IME Bank Limited,Commercial Banks,GBIME,251.4,251.4,251.4,251.4,0,7/24/2022
Citizens Bank International Limited,Commercial Banks,CZBIL,205,207,214,205,48513,7/24/2022
Mahalaxmi Bikas Bank Ltd.,Development Banks,MLBL,380,392,395,370,64007,7/24/2022
Garima Bikas Bank Limited,Development Banks,GBBL,386.6,396,399.8,380,35975,7/24/2022
SHINE RESUNGA DEVELOPMENT BANK LTD,Development Banks,SHINE,297,308,311,296.2,72140,7/24/2022
Muktinath Bikas Bank Ltd.,Development Banks,MNBBL,435,451.9,452,435,29991,7/24/2022
First Micro Finance Laghubitta Bittiya Sanstha Limited,Microfinance,FMDBL,683,708,710,665.1,43456,7/24/2022
Manjushree Finance Ltd.,Finance,MFIL,453.9,471,475,445.1,34650,7/24/2022
Sanima Mai Hydropower Limited,Hydro Power,SHPC,302.2,313.9,314,300.1,57766,7/24/2022
Ridi Power Company Limited,Hydro Power,RIDI,838,838,838,838,0,7/24/2022
Laxmi Laghubitta Bittiya Sanstha Ltd.,Microfinance,LLBS,1285,1354,1354.5,1285,5407,7/24/2022
Himalayan Laghubitta Bittiya Sanstha Limited,Microfinance,HLBSL,802,857,857,781,5475,7/24/2022
RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,RSDC,600,620,625,590,13863,7/24/2022
Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,WNLB,920,998.5,998.5,920,373,7/24/2022
Nepal Investment Mega Bank Limited,Commercial Banks,NIMB,265,265,265,265,0,7/25/2022
NIC Asia Bank Ltd.,Commercial Banks,NICA,733,731,734.5,728,101736,7/25/2022
Machhapuchhre Bank Limited,Commercial Banks,MBL,250,253,253.9,246,61920,7/25/2022
Soaltee Hotel Limited,Hotels And Tourism,SHL,213.9,218,218,212,44366,7/25/2022
Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance,NUBL,1069.9,1118,1122,1069.9,35784,7/25/2022
Janaki Finance Company Limited,Finance,JFL,410,442.9,444.9,410,54249,7/25/2022
ICFC Finance Limited,Finance,ICFC,521,558.9,559,512,131024,7/25/2022
Nepal Doorsanchar Company Limited,Others,NTC,924,929.9,941,911.1,124350,7/25/2022
Global IME Bank Limited,Commercial Banks,GBIME,251.4,251.4,251.4,251.4,0,7/25/2022
Citizens Bank International Limited,Commercial Banks,CZBIL,207.1,210.4,210.8,204,139787,7/25/2022
Mahalaxmi Bikas Bank Ltd.,Development Banks,MLBL,399,419,423.1,395,122350,7/25/2022
Garima Bikas Bank Limited,Development Banks,GBBL,401,419,419.7,397,76063,7/25/2022
SHINE RESUNGA DEVELOPMENT BANK LTD,Development Banks,SHINE,314.1,327.5,336,310,99278,7/25/2022
Muktinath Bikas Bank Ltd.,Development Banks,MNBBL,456,470,473,456,66808,7/25/2022
First Micro Finance Laghubitta Bittiya Sanstha Limited,Microfinance,FMDBL,722.1,743,766,722.1,78334,7/25/2022
Manjushree Finance Ltd.,Finance,MFIL,479,500,505,479,59091,7/25/2022
Sanima Mai Hydropower Limited,Hydro Power,SHPC,320,330,332,315,142536,7/25/2022
Ridi Power Company Limited,Hydro Power,RIDI,838,838,838,838,0,7/25/2022
Laxmi Laghubitta Bittiya Sanstha Ltd.,Microfinance,LLBS,1327.1,1420,1423,1327.1,10256,7/25/2022
Himalayan Laghubitta Bittiya Sanstha Limited,Microfinance,HLBSL,865,877.1,887,838.2,9451,7/25/2022
RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,RSDC,630,647.1,655,620,14509,7/25/2022
Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,WNLB,1002,1044,1044,1002,717,7/25/2022
Nepal Investment Mega Bank Limited,Commercial Banks,NIMB,265,265,265,265,0,7/26/2022
NIC Asia Bank Ltd.,Commercial Banks,NICA,731.1,709,731.1,708,102412,7/26/2022
Machhapuchhre Bank Limited,Commercial Banks,MBL,252.9,250,252.9,245,33536,7/26/2022
Soaltee Hotel Limited,Hotels And Tourism,SHL,215,212,215,209,20546,7/26/2022
